1	AT1G09530	no_paralog	POC1	39.03	 AT-LC:1.00	10/35	 RSF1 RGA2 RGL1 RGA1 PHYB RGL2 PIL6 PHYD RGL3 TOC1	regulation of transcription, DNA-templated;signal transduction;circadian rhythm;gravitropism;response to red or far red light;de-etiolation;gibberellic acid mediated signaling pathway;red or far-red light signaling pathway;positive regulation of anthocyanin metabolic process	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;protein binding;identical protein binding
141	AT5G45710	AT4G18880	RHA1	8.72	 AT-CC:1.00	2/35	 HB4 IAA29	signal transduction;toxin catabolic process;response to heat;response to water deprivation;response to ethylene;response to auxin;abscisic acid-activated signaling pathway;response to jasmonic acid;positive gravitropism;hyperosmotic salinity response;Golgi vesicle transport;root development;lateral root development;fruit morphogenesis	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
142	AT1G26610	no_paralog	na	8.72	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
143	AT4G16610	no_paralog	na	8.72	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
144	AT5G10970	AT5G25160	na	8.72	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
145	AT1G14600	no_paralog	na	8.72	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
146	AT5G43540	no_paralog	na	8.72	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
147	AT5G67190	AT3G50260 AT2G23340 AT4G36900	DEAR2	8.72	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
148	AT5G27050	no_paralog	AGL101	8.72	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	sequence-specific DNA binding transcription factor activity
149	AT2G14210	no_paralog	ANR1	8.71	 AT-CC:1.00	2/35	 HB4 IAA29	cell adhesion;response to nutrient;microsporogenesis;organ morphogenesis;tissue development;trichome morphogenesis;response to nitrate;glucuronoxylan metabolic process;positive regulation of organelle organization;regulation of chromosome organization;cell wall biogenesis;cell wall macromolecule metabolic process;actin nucleation;xylan biosynthetic process;lateral root development;developmental growth;root hair cell differentiation;callose deposition in cell wall;cellular response to nitrate;cell wall organization	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;transcription factor binding
150	AT2G46990	AT3G62100	IAA20	8.71	 AT-CC:1.00	2/35	 HB4 IAA29	gravitropism;skotomorphogenesis;response to auxin;cotyledon vascular tissue pattern formation;root development	nucleus	sequence-specific DNA binding transcription factor activity
151	AT2G33480	no_paralog	NAC041	8.71	 AT-CC:1.00	2/35	 HB4 IAA29	multicellular organismal development	nucleus	sequence-specific DNA binding transcription factor activity
152	AT5G26660	no_paralog	MYB86	8.69	 AT-CC:1.00	2/35	 RSF1 PIL1	negative regulation of transcription, DNA-templated	nucleus	na
153	AT5G02760	no_paralog	APD7	8.68	 AT-CX:1.00	3/35	 PIN3 MSG2 IAA29	na	nucleus	protein serine/threonine phosphatase activity
154	AT5G52020	no_paralog	na	8.66	 AT-CC:1.00	3/35	 RSF1 PIL1 IAA29	positive regulation of transcription, DNA-templated;defense response to fungus	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
155	AT4G36900	AT2G23340 AT3G50260 AT5G67190	RAP2.10	8.58	 AT-CC:1.00	2/35	 HB4 IAA29	na	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
156	AT1G68480	no_paralog	JAG	8.58	 AT-CC:1.00	2/35	 HB4 IAA29	flower development;leaf morphogenesis;specification of floral organ identity;abaxial cell fate specification;carpel development;stamen development;petal formation;sepal formation;meristem development;anther development	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
157	AT3G02550	no_paralog	LBD41	8.58	 AT-CC:1.00	2/35	 HB4 IAA29	response to hypoxia;regulation of transcription, DNA-templated;systemic acquired resistance, salicylic acid mediated signaling pathway;regulation of hydrogen peroxide metabolic process	nucleus	na
158	AT1G30330	no_paralog	ARF6	8.52	 AT-HT:0.54 AT-LC:0.46	2/35	 MSG2 IAA29	regulation of transcription, DNA-templated;response to auxin;determination of bilateral symmetry;post-embryonic morphogenesis;organ morphogenesis;flower development;regulation of flower development;meristem initiation;xylem and phloem pattern formation;meristem maintenance;flower morphogenesis;ovule development;meristem development;negative regulation of biological process	nucleus	sequence-specific DNA binding transcription factor activity;protein binding
159	AT4G23980	no_paralog	ARF9	8.52	 AT-HT:0.54 AT-LC:0.46	2/35	 MSG2 IAA29	regulation of transcription, DNA-templated	nucleus	sequence-specific DNA binding transcription factor activity;protein binding
160	AT1G72990	no_paralog	BGAL17	8.49	 AT-GN:1.00	3/35	 PHYB PHYD PHYE	vegetative to reproductive phase transition of meristem;glucuronoxylan metabolic process;protein desumoylation;xylan biosynthetic process;hydrogen peroxide biosynthetic process	extracellular region	beta-galactosidase activity
161	AT4G24540	no_paralog	AGL24	8.46	 AT-CC:1.00	2/35	 HB4 IAA29	protein import into nucleus, translocation;response to gibberellin;maintenance of floral meristem identity;maintenance of inflorescence meristem identity;positive regulation of vernalization response;floral meristem determinacy;positive regulation of transcription, DNA-templated;floral whorl development;ovule development;regulation of timing of transition from vegetative to reproductive phase	nucleus;cytoplasm	sequence-specific DNA binding transcription factor activity;protein binding;protein homodimerization activity;sequence-specific DNA binding;protein heterodimerization activity
162	AT1G71030	no_paralog	MYBL2	8.41	 AT-CC:1.00	3/35	 RSF1 WEI8 PIL1	regulation of transcription, DNA-templated;response to salt stress;anthocyanin-containing compound biosynthetic process;response to ethylene;response to abscisic acid;response to gibberellin;response to salicylic acid;response to jasmonic acid;proanthocyanidin biosynthetic process;response to cadmium ion	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
163	AT1G31050	no_paralog	na	8.38	 AT-CC:1.00	2/35	 PAR1 PAR2	transition metal ion transport;regulation of transcription, DNA-templated;inorganic anion transport;lateral root development;developmental growth;root hair cell differentiation	nucleus	sequence-specific DNA binding transcription factor activity
164	AT1G75080	AT1G19350	BZR1	8.30	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;brassinosteroid mediated signaling pathway;negative regulation of transcription, DNA-templated;seed development;ovule development	nucleus;cytosol	DNA binding;sequence-specific DNA binding transcription factor activity;protein binding
165	AT5G57420	no_paralog	IAA33	8.26	 AT-HT:0.56 AT-CC:0.44	1/35	 IAA29	response to auxin	nucleus	sequence-specific DNA binding transcription factor activity
166	AT2G23290	AT4G37260	MYB70	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;response to mechanical stimulus;calcium-mediated signaling	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
167	AT1G03800	no_paralog	ERF10	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;ethylene-activated signaling pathway	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
168	AT1G19700	AT1G75410	BLH10	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;organ development	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
169	AT1G75410	AT1G19700	BLH3	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;regulation of timing of transition from vegetative to reproductive phase;organ development	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;protein binding
170	AT2G22800	AT4G37790	HAT9	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;protein acetylation	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
171	AT1G78700	no_paralog	BEH4	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	na
172	AT1G06850	no_paralog	bZIP52	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	na	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
173	AT2G40620	no_paralog	na	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
174	AT1G66140	no_paralog	ZFP4	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
175	AT1G20980	AT1G76580	SPL1R2	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;defense response to bacterium;positive regulation of transcription, DNA-templated	nucleus;plasma membrane	DNA binding;sequence-specific DNA binding transcription factor activity
176	AT4G09460	AT1G35516	MYB6	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;response to gibberellin;response to salicylic acid;response to jasmonic acid	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
177	AT2G45120	AT3G60580	na	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
178	AT5G03510	no_paralog	na	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
179	AT5G25160	AT5G10970	ZFP3	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
180	AT4G13980	no_paralog	HSFA5	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	nuclear-transcribed mRNA catabolic process	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
181	AT4G38960	AT2G21320	BBX19	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;circadian rhythm;response to UV;flavonoid biosynthetic process	nucleus	sequence-specific DNA binding transcription factor activity;zinc ion binding
182	AT3G49930	AT5G67450	na	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
183	AT4G37730	AT2G22850	bZIP7	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
184	AT4G32010	no_paralog	VAL2	8.26	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;sister chromatid cohesion;gravitropism;embryo development;embryonic pattern specification;positive regulation of seed germination;primary shoot apical meristem specification;seed dormancy process;seed maturation;regulation of cell cycle process;post-translational protein modification;regulation of cell differentiation;positive regulation of transcription, DNA-templated;seed development;leaf development;cotyledon development;cell division;regulation of seed maturation	nucleus	sequence-specific DNA binding transcription factor activity;protein binding
185	AT2G31380	AT1G06040	STH	8.24	 AT-CC:0.52 AT-LC:0.48	2/35	 STH2 FUS1	regulation of transcription, DNA-templated;response to sucrose;response to UV-B;myo-inositol hexakisphosphate biosynthetic process	nucleus	sequence-specific DNA binding transcription factor activity;protein binding;zinc ion binding;protein domain specific binding
186	AT2G16400	AT4G34610	BLH7	8.23	 AT-CC:1.00	2/35	 RSF1 PIL1	na	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
187	AT3G54430	no_paralog	SRS6	8.23	 AT-CC:1.00	2/35	 RSF1 PIL1	na	chloroplast	na
188	AT4G23800	AT4G11080	3xHMG-box2	8.23	 AT-CC:1.00	2/35	 RSF1 PIL1	microtubule cytoskeleton organization;cytokinesis by cell plate formation;acetyl-CoA metabolic process;cell proliferation;response to cyclopentenone;histone phosphorylation;regulation of cell proliferation	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
189	AT3G25710	no_paralog	TMO5	8.23	 AT-CC:1.00	2/35	 RSF1 PIL1	regulation of transcription, DNA-templated;anthocyanin-containing compound biosynthetic process;cellular response to phosphate starvation;root development;root hair cell development	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;protein binding
190	AT3G10113	no_paralog	na	8.23	 AT-CC:1.00	2/35	 RSF1 PIL1	regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
191	AT2G40740	no_paralog	WRKY55	8.23	 AT-CC:1.00	2/35	 RSF1 PIL1	regulation of transcription, DNA-templated	nucleus	sequence-specific DNA binding transcription factor activity
192	AT1G73870	no_paralog	COL7	8.23	 AT-CC:1.00	2/35	 RSF1 PIL1	regulation of transcription, DNA-templated;shade avoidance;secondary shoot formation;positive regulation of transcription, DNA-templated	nucleus;nucleolus	sequence-specific DNA binding transcription factor activity;zinc ion binding
193	AT1G76110	no_paralog	na	8.23	 AT-CC:1.00	2/35	 RSF1 PIL1	MAPK cascade;chromatin assembly or disassembly;regulation of transcription, DNA-templated;protein targeting to membrane;response to bacterium;systemic acquired resistance, salicylic acid mediated signaling pathway;jasmonic acid mediated signaling pathway;leaf morphogenesis;regulation of hydrogen peroxide metabolic process;regulation of plant-type hypersensitive response;cell differentiation;negative regulation of defense response;regulation of protein dephosphorylation;positive regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
194	AT5G57390	no_paralog	PLT5	8.23	 AT-CC:1.00	2/35	 RSF1 PIL1	regulation of transcription, DNA-templated;photomorphogenesis;response to abscisic acid;post-embryonic development;embryo development ending in seed dormancy;seed germination;organ morphogenesis;regulation of flower development;meristem structural organization;seed dormancy process;sugar mediated signaling pathway;vegetative to reproductive phase transition of meristem;protein ubiquitination;lipid storage;positive regulation of embryonic development;root development;response to freezing;phyllotactic patterning;leaf phyllotactic patterning;auxin mediated signaling pathway involved in phyllotactic patterning	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
195	AT3G60530	AT2G45050	GATA4	8.23	 AT-CC:1.00	2/35	 RSF1 PIL1	response to light stimulus	nucleus	sequence-specific DNA binding transcription factor activity
196	AT5G54510	AT4G27260	GH3.6	8.21	 AT-CX:1.00	3/35	 PIN3 MSG2 IAA29	response to auxin;auxin-activated signaling pathway;unidimensional cell growth;auxin homeostasis;response to cyclopentenone	cytoplasm;chloroplast	indole-3-acetic acid amido synthetase activity
197	AT3G53030	no_paralog	SRPK4	8.14	 DM-CX:0.52 HS-LC:0.48	3/35	 SRL2 UMB1 PIL6	protein phosphorylation;response to oxidative stress	nucleus	protein kinase activity;kinase activity
198	AT3G28857	no_paralog	PRE5	8.05	 AT-CC:1.00	2/35	 PAR1 PAR2	na	nucleus	na
199	AT4G37770	AT2G22810 AT3G49700 AT5G65800	ACS8	8.03	 AT-CX:1.00	3/35	 PIN3 MSG2 IAA29	ethylene biosynthetic process;response to chitin	cytoplasm	protein binding;1-aminocyclopropane-1-carboxylate synthase activity;identical protein binding
200	AT5G56280	AT4G26430	CSN6A	8.01	 HS-LC:0.55 AT-LC:0.45	1/35	 FUS1	ubiquitin-dependent protein catabolic process;multicellular organismal development;nucleotide biosynthetic process;photomorphogenesis;COP9 signalosome assembly;cullin deneddylation;protein catabolic process;proteasome-mediated ubiquitin-dependent protein catabolic process;proteasome assembly;response to misfolded protein	nucleus;COP9 signalosome	protein binding
201	AT4G24210	no_paralog	SLY1	7.96	 AT-LC:1.00	2/35	 RGA2 RGA1	response to ethylene;response to abscisic acid;gibberellic acid mediated signaling pathway;seed germination;salicylic acid mediated signaling pathway;jasmonic acid mediated signaling pathway;positive regulation of gibberellic acid mediated signaling pathway;seed dormancy process;raffinose family oligosaccharide biosynthetic process;hyperosmotic salinity response;floral organ morphogenesis	nucleus;SCF ubiquitin ligase complex	protein binding
202	AT2G22810	AT4G37770	ATACS4	7.94	 AT-CX:1.00	3/35	 PIN3 MSG2 IAA29	ethylene biosynthetic process;response to auxin;cellular response to iron ion	cytoplasm	protein binding;1-aminocyclopropane-1-carboxylate synthase activity;identical protein binding
203	AT3G20310	AT1G50640	ERF7	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;response to water deprivation;response to abscisic acid;ethylene-activated signaling pathway;negative regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;protein binding;sequence-specific DNA binding
204	AT3G13540	no_paralog	MYB5	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;seed germination;trichome differentiation;trichome morphogenesis;seed coat development;regulation of gene expression;mucilage biosynthetic process involved in seed coat development	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
205	AT5G48670	no_paralog	FEM111	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	response to mechanical stimulus;calcium-mediated signaling	nucleus;polar nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;protein binding
206	AT5G67420	AT3G49940 AT4G37540	LBD37	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	nitrogen compound metabolic process;simple leaf morphogenesis	nucleus	na
207	AT3G49940	AT5G67420	LBD38	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	na	nucleus	na
208	AT3G53600	AT2G37430	na	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	respiratory burst involved in defense response;regulation of transcription, DNA-templated;response to chitin;intracellular signal transduction	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
209	AT2G38300	no_paralog	na	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
210	AT2G30470	no_paralog	VAL1	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	response to abscisic acid;response to sucrose;positive regulation of seed germination;negative regulation of transcription, DNA-templated;regulation of seed maturation	nucleus;mitochondrion	sequence-specific DNA binding transcription factor activity;protein binding
211	AT2G02060	AT1G14590	na	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	sequence-specific DNA binding transcription factor activity
212	AT2G27990	no_paralog	PNF	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	pattern specification process;determination of bilateral symmetry;polarity specification of adaxial/abaxial axis;meristem initiation;xylem and phloem pattern formation;maintenance of floral meristem identity;maintenance of inflorescence meristem identity;secondary shoot formation;vegetative to reproductive phase transition of meristem;inflorescence development;organ formation;internode patterning	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
213	AT4G21550	no_paralog	VAL3	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	na	nucleus	sequence-specific DNA binding transcription factor activity
214	AT4G34610	AT2G16400	BLH6	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	organ development	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
215	AT3G60580	AT2G45120 AT1G02030	na	7.89	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
216	AT1G44120	no_paralog	na	7.88	 HS-LC:0.69 HS-CX:0.31	2/35	 SRL2 PIL6	na	cytoplasm	na
217	AT1G77460	no_paralog	na	7.88	 HS-LC:0.69 HS-CX:0.31	2/35	 SRL2 PIL6	na	na	na
218	AT5G11260	no_paralog	TED 5	7.86	 AT-LC:1.00	2/35	 STH2 FUS1	regulation of transcription, DNA-templated;mRNA export from nucleus;positive regulation of cell proliferation;photomorphogenesis;response to abscisic acid;gibberellic acid mediated signaling pathway;regulation of flower development;red or far-red light signaling pathway;maintenance of meristem identity;regulation of photomorphogenesis;response to red light;response to far red light;response to UV-B;calcium-mediated signaling;positive regulation of anthocyanin metabolic process;positive regulation of circadian rhythm;post-translational protein modification;positive regulation of transcription, DNA-templated;chromosome organization;response to karrikin	nucleus	DNA binding;double-stranded DNA binding;sequence-specific DNA binding transcription factor activity;protein binding
219	AT1G52740	no_paralog	HTA9	7.86	 AT-CC:1.00	2/35	 PHYD PHYE	chromatin remodeling;response to temperature stimulus;regulation of flower development;regulation of gene expression;defense response to bacterium;regulation of DNA methylation	nucleus;vacuole	DNA binding;protein binding
220	AT1G60010	AT1G10530	na	7.86	 AT-CX:1.00	3/35	 PIN3 MSG2 IAA29	water transport;response to salt stress;response to fructose	nucleus	na
221	AT1G67260	no_paralog	TCP1	7.86	 AT-CC:1.00	2/35	 RSF1 PIL1	flower development	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
222	AT5G50010	no_paralog	na	7.86	 AT-CC:1.00	2/35	 RSF1 PIL1	regulation of transcription, DNA-templated;petal morphogenesis	nucleus	sequence-specific DNA binding transcription factor activity
223	AT2G28510	AT3G45610 AT5G60200	na	7.86	 AT-CC:1.00	2/35	 RSF1 PIL1	regulation of transcription, DNA-templated	nucleus;nucleolus	DNA binding;sequence-specific DNA binding transcription factor activity
224	AT1G74890	AT1G19050	ARR15	7.73	 AT-PG:0.62 AT-CC:0.38	3/35	 CKX5 PHYB PHYD	regulation of transcription, DNA-templated;circadian rhythm;response to cytokinin;cytokinin-activated signaling pathway	nucleus;cytoplasm	phosphorelay response regulator activity;protein binding
225	AT3G50750	no_paralog	BEH1	7.57	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus;vacuole	na
226	AT4G17810	no_paralog	na	7.57	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;regulation of translation;plastid organization;leaf morphogenesis;cell differentiation;positive regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
227	AT2G23340	AT4G36900 AT5G67190	DEAR3	7.57	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
228	AT4G04890	AT4G21750	PDF2	7.57	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;protein acetylation;embryo development ending in seed dormancy;epidermal cell differentiation;thylakoid membrane organization;vegetative to reproductive phase transition of meristem;iron-sulfur cluster assembly;ovule development;maintenance of floral organ identity;cotyledon development	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
229	AT1G13400	no_paralog	NUB	7.57	 AT-CC:1.00	2/35	 HB4 IAA29	specification of floral organ identity;carpel development;stamen development;anther development	nucleus	nucleic acid binding;zinc ion binding
230	AT5G43170	no_paralog	ZF3	7.57	 AT-CC:1.00	2/35	 HB4 IAA29	response to cold;response to chitin;hyperosmotic salinity response;negative regulation of transcription, DNA-templated	nucleus	nucleic acid binding;DNA binding;sequence-specific DNA binding transcription factor activity;protein binding;zinc ion binding;sequence-specific DNA binding
231	AT3G46090	no_paralog	ZAT7	7.57	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;response to chitin;negative regulation of growth	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
232	AT2G41310	AT3G57040	RR3	7.56	 AT-CC:1.00	2/35	 WEI8 CKX5	phosphorelay signal transduction system;regulation of transcription, DNA-templated;circadian rhythm;cytokinin-activated signaling pathway;regulation of seed germination;regulation of anthocyanin metabolic process;regulation of shoot system development	nucleus	phosphorelay response regulator activity;protein binding
233	AT3G21330	no_paralog	na	7.53	 AT-CC:1.00	2/35	 RSF1 PIL1	regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
234	AT1G76590	AT1G21000	na	7.53	 AT-CC:1.00	2/35	 RSF1 PIL1	na	mitochondrion	na
235	AT1G77840	no_paralog	na	7.52	 SC-CC:0.50 DM-CX:0.50	3/35	 XTH17 UMB1 XTR7	regulation of translational initiation;amino acid transport	nucleus;cytoplasm	translation initiation factor activity
236	AT1G22770	no_paralog	GI	7.52	 AT-LC:1.00	2/35	 PYK20 FUS1	starch metabolic process;regulation of transcription, DNA-templated;circadian rhythm;response to cold;response to blue light;response to red or far red light;flower development;response to far red light;temperature compensation of the circadian clock;response to hydrogen peroxide;regulation of circadian rhythm;long-day photoperiodism, flowering;positive regulation of long-day photoperiodism, flowering;response to karrikin	nucleus;nucleoplasm	protein binding
237	AT3G42830	AT5G20570	na	7.51	 SC-LC:0.68 HS-LC:0.32	3/35	 XTH17 FUS1 XTR7	ubiquitin-dependent protein catabolic process;DNA endoreduplication;proteasome-mediated ubiquitin-dependent protein catabolic process;proteasome assembly;regulation of unidimensional cell growth;response to misfolded protein	ubiquitin ligase complex;nucleus	ubiquitin-protein ligase activity
238	AT4G38850	no_paralog	SAUR_AC1	7.50	 AT-CX:1.00	3/35	 PIN3 MSG2 IAA29	response to auxin	mitochondrion	na
239	AT2G46340	no_paralog	SPA1	7.50	 AT-LC:1.00	2/35	 RSF1 FUS1	DNA repair;red, far-red light phototransduction;photomorphogenesis;chloroplast organization;red or far-red light signaling pathway;negative regulation of photomorphogenesis;response to red light;response to far red light;short-day photoperiodism, flowering;reproductive structure development;regulation of photoperiodism, flowering	nucleus;heterotrimeric G-protein complex;Cul4-RING ubiquitin ligase complex	signal transducer activity;protein binding;identical protein binding
240	AT3G63440	no_paralog	CKX6	7.48	 AT-CC:0.70 AT-CX:0.30	2/35	 CKX5 GA20OX2	cytokinin catabolic process;stomatal complex morphogenesis	extracellular region	cytokinin dehydrogenase activity
241	AT2G40670	AT3G56380	RR16	7.35	 AT-CC:1.00	2/35	 WEI8 CKX5	regulation of transcription, DNA-templated;circadian rhythm;response to cytokinin;cytokinin-activated signaling pathway	nucleus;cytoplasm	phosphorelay response regulator activity;protein binding
242	AT3G63110	no_paralog	IPT3	7.35	 AT-CC:1.00	2/35	 CKX5 PHYE	reciprocal meiotic recombination;cytokinin biosynthetic process	nucleus;chloroplast;plastid	AMP dimethylallyltransferase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups;ATP dimethylallyltransferase activity;ADP dimethylallyltransferase activity
243	AT4G24670	no_paralog	TAR2	7.35	 AT-CC:1.00	2/35	 WEI8 YUC2	indoleacetic acid biosynthetic process;response to ethylene;embryo development ending in seed dormancy;flower development;positive gravitropism;maintenance of root meristem identity;phloem or xylem histogenesis;cotyledon vascular tissue pattern formation;defense response to bacterium;shoot system development;gynoecium development;cotyledon development;primary root development	na	carbon-sulfur lyase activity;L-tryptophan:2-oxoglutarate aminotransferase activity;L-tryptophan:pyruvate aminotransferase activity
244	AT2G28710	AT5G59820	na	7.28	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated	nucleus	nucleic acid binding;sequence-specific DNA binding transcription factor activity;zinc ion binding
245	AT4G36870	AT2G23760	SAW1	7.28	 AT-CC:1.00	2/35	 HB4 IAA29	leaf morphogenesis;organ development	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
246	AT1G50640	AT3G20310	ERF3	7.28	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;response to water deprivation;response to abscisic acid;negative regulation of ethylene-activated signaling pathway;hyperosmotic salinity response;negative regulation of transcription, DNA-templated	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity;protein binding
247	AT1G28360	no_paralog	ERF12	7.28	 AT-CC:1.00	2/35	 HB4 IAA29	regulation of transcription, DNA-templated;ethylene-activated signaling pathway	nucleus	DNA binding;sequence-specific DNA binding transcription factor activity
